2022-10-14 14:17:45,163 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
2022-10-14 14:17:45,163 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-10-14 14:17:45,168 INFO    MainThread:2495 [wandb_init.py:_resume_backend():398] resuming backend
2022-10-14 14:17:45,174 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
2022-10-14 14:17:45,175 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-10-14 14:17:45,181 INFO    MainThread:2495 [wandb_init.py:_resume_backend():398] resuming backend
2022-10-14 14:17:45,188 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
2022-10-14 14:17:45,188 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-10-14 14:17:45,198 INFO    MainThread:2495 [wandb_init.py:_resume_backend():398] resuming backend
2022-10-14 14:17:45,199 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
2022-10-14 14:17:45,199 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-10-14 14:17:45,218 INFO    MainThread:2495 [wandb_init.py:_resume_backend():398] resuming backend
2022-10-14 14:17:47,415 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
2022-10-14 14:17:47,415 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-10-14 14:17:47,420 INFO    MainThread:2495 [wandb_init.py:_resume_backend():398] resuming backend
2022-10-14 14:17:47,463 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
2022-10-14 14:17:47,463 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-10-14 14:17:47,469 INFO    MainThread:2495 [wandb_init.py:_resume_backend():398] resuming backend
2022-10-14 14:17:47,470 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
2022-10-14 14:17:47,470 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-10-14 14:17:47,475 INFO    MainThread:2495 [wandb_init.py:_resume_backend():398] resuming backend
2022-10-14 14:17:47,476 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
2022-10-14 14:17:47,476 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-10-14 14:17:47,482 INFO    MainThread:2495 [wandb_init.py:_resume_backend():398] resuming backend
2022-10-14 14:17:47,485 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
2022-10-14 14:17:47,485 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-10-14 14:17:47,492 INFO    MainThread:2495 [wandb_init.py:_resume_backend():398] resuming backend
2022-10-14 14:17:51,785 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
2022-10-14 14:17:51,785 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-10-14 14:18:17,672 INFO    MainThread:2495 [wandb_init.py:_resume_backend():398] resuming backend
2022-10-14 14:18:17,674 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
2022-10-14 14:18:17,674 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-10-14 14:18:33,771 INFO    MainThread:2495 [wandb_init.py:_resume_backend():398] resuming backend
2022-10-14 14:18:34,056 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
2022-10-14 14:18:34,056 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-10-14 14:18:51,649 INFO    MainThread:2495 [wandb_init.py:_resume_backend():398] resuming backend
2022-10-14 14:18:51,656 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
2022-10-14 14:18:51,656 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-10-14 14:18:56,932 INFO    MainThread:2495 [wandb_init.py:_resume_backend():398] resuming backend
2022-10-14 14:18:57,201 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
2022-10-14 14:18:57,201 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-10-14 14:20:14,162 INFO    MainThread:2495 [wandb_init.py:_resume_backend():398] resuming backend
2022-10-14 14:20:14,164 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
2022-10-14 14:20:14,164 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-10-14 14:20:50,309 INFO    MainThread:2495 [wandb_init.py:_resume_backend():398] resuming backend
2022-10-14 14:20:50,311 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
2022-10-14 14:20:50,311 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-10-14 14:20:51,719 INFO    MainThread:2495 [wandb_init.py:_resume_backend():398] resuming backend
2022-10-14 14:20:51,720 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
2022-10-14 14:20:51,720 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-10-14 14:21:00,104 INFO    MainThread:2495 [wandb_init.py:_resume_backend():398] resuming backend
2022-10-14 14:21:00,107 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
2022-10-14 14:21:00,107 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-10-14 14:21:04,404 INFO    MainThread:2495 [wandb_init.py:_resume_backend():398] resuming backend
2022-10-14 14:21:04,687 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
2022-10-14 14:21:04,687 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-10-14 14:21:49,118 INFO    MainThread:2495 [wandb_init.py:_resume_backend():398] resuming backend
2022-10-14 14:21:49,120 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
